movieCd,movieNm,openDt,salesAmt,audiCnt,load_dt,multiMovieYn,repNationCd
20161481,군함도,2017-07-26,2644000,635,20170904,unknown,K
20158047,발레리안: 천 개 행성의 도시,2017-08-30,179284200,23001,20170904,N,F
20179187,공범자들,2017-08-17,32260800,4490,20170904,Y,K
20108509,두 여인, ,845000,420,20170904,Y,F
20166132,김광석,2017-08-30,16912100,2311,20170904,Y,K
20162869,택시운전사,2017-08-02,212759100,29312,20170904,N,K
20170883,아키라,2017-08-31,4640500,599,20170904,Y,F
20179901,혹성탈출: 종의 전쟁,2017-08-15,23751500,3185,20170904,N,F
20178762,파리로 가는 길,2017-08-03,4586000,627,20170904,Y,F
20164174,브이아이피,2017-08-23,125113900,16969,20170904,N,K
20179491,아토믹 블론드,2017-08-30,85325600,11573,20170904,N,F
20151003,장산범,2017-08-17,53023400,6922,20170904,N,K
20179570,슈퍼오리 : 태양을 지켜라,2017-08-31,2717500,419,20170904,Y,unknown
20162442,청년경찰,2017-08-09,233955600,31458,20170904,N,K
20165001,더 테이블,2017-08-24,19230900,2497,20170904,Y,K
20170302,윈드 리버,2017-09-14,3088000,386,20170904,Y,unknown
20179407,로마의 휴일,2017-08-30,57529900,8052,20170904,N,K
20164621,덩케르크,2017-07-20,12791000,903,20170904,unknown,F
20178941,시인의 사랑,2017-09-14,5911000,730,20170905,Y,K
20171164,"귀향, 끝나지 않은 이야기",2017-09-14,9232000,1153,20170905,Y,K
20171962,킬러의 보디가드,2017-08-30,488075300,61543,20170905,N,F
20170607,몬스터 콜,2017-09-14,4768000,596,20170905,Y,unknown
20161081,애나벨 : 인형의 주인,2017-08-10,9264900,1163,20170905,N,F
20158047,발레리안: 천 개 행성의 도시,2017-08-30,162187700,20730,20170905,N,F
20179187,공범자들,2017-08-17,33469400,4734,20170905,Y,K
20174961,예감은 틀리지 않는다,2017-08-10,9330400,1386,20170905,Y,F
20166132,김광석,2017-08-30,21941000,2999,20170905,Y,K
20162869,택시운전사,2017-08-02,195529500,27143,20170905,N,K
20170883,아키라,2017-08-31,4558000,602,20170905,Y,unknown
20179901,혹성탈출: 종의 전쟁,2017-08-15,20337100,2752,20170905,N,F
20178762,파리로 가는 길,2017-08-03,4858000,670,20170905,Y,F
20179696,그것,2017-09-06,5276000,610,20170905,unknown,F
20164174,브이아이피,2017-08-23,106031700,14494,20170905,N,K
20179491,아토믹 블론드,2017-08-30,82406700,11258,20170905,N,F
20151003,장산범,2017-08-17,46714500,6121,20170905,N,K
20162442,청년경찰,2017-08-09,217721700,29679,20170905,N,K
20165001,더 테이블,2017-08-24,20857000,2738,20170905,Y,K
20170302,윈드 리버,2017-09-14,7371500,1227,20170905,Y,F
20179407,로마의 휴일,2017-08-30,50148100,7032,20170905,N,K
20164621,덩케르크,2017-07-20,11435700,833,20170905,unknown,F
20154909,살인자의 기억법,2017-09-06,1070193300,143580,20170906,N,K
20171962,킬러의 보디가드,2017-08-30,375775800,47739,20170906,N,F
20170268,매혹당한 사람들,2017-09-06,39982500,5619,20170906,Y,F
20158047,발레리안: 천 개 행성의 도시,2017-08-30,77347300,10640,20170906,N,F
20179187,공범자들,2017-08-17,28705400,3955,20170906,Y,K
20160703,"좋아해, 너를",2017-09-14,28213000,1882,20170906,Y,F
20166132,김광석,2017-08-30,12298800,1700,20170906,Y,K
20178345,부니베어: 나무 도둑의 습격,2017-09-14,4872000,609,20170906,Y,F
20162869,택시운전사,2017-08-02,156805700,22063,20170906,N,K
20179901,혹성탈출: 종의 전쟁,2017-08-15,7101000,982,20170906,unknown,F
20178762,파리로 가는 길,2017-08-03,5661500,797,20170906,Y,F
20174142,아이 캔 스피크,2017-09-21,61048000,7414,20170906,N,K
20179696,그것,2017-09-06,607948000,76925,20170906,N,F
20164174,브이아이피,2017-08-23,27368800,3849,20170906,N,K
20179491,아토믹 블론드,2017-08-30,18089500,2476,20170906,N,F
20179570,슈퍼오리 : 태양을 지켜라,2017-08-31,3894500,654,20170906,Y,F
20162442,청년경찰,2017-08-09,153535700,21507,20170906,N,K
20165001,더 테이블,2017-08-24,17704000,2279,20170906,Y,K
20174801,내 사랑,2017-07-12,3927000,514,20170906,Y,unknown
20179407,로마의 휴일,2017-08-30,13264300,1755,20170906,N,K
20171923,저수지 게임,2017-09-07,16462000,1898,20170906,Y,K
20154909,살인자의 기억법,2017-09-06,1073134200,143225,20170907,N,K
20178641,빅풋 주니어,2017-08-09,7264000,758,20170907,unknown,F
20171962,킬러의 보디가드,2017-08-30,319312600,40073,20170907,N,F
20171815,수부라 게이트,2017-09-07,3871500,568,20170907,Y,unknown
20170607,몬스터 콜,2017-09-14,5208000,651,20170907,Y,unknown
20170268,매혹당한 사람들,2017-09-06,39662300,5594,20170907,Y,F
20158047,발레리안: 천 개 행성의 도시,2017-08-30,63275600,8707,20170907,N,F
20179187,공범자들,2017-08-17,24215400,3356,20170907,Y,K
20168594,파리 투 마르세유: 2주간의 여행,2017-09-07,3903000,531,20170907,Y,unknown
20166132,김광석,2017-08-30,8229500,1166,20170907,Y,K
20162869,택시운전사,2017-08-02,139546500,19589,20170907,N,K
20179901,혹성탈출: 종의 전쟁,2017-08-15,5488500,795,20170907,unknown,F
20178762,파리로 가는 길,2017-08-03,3629500,505,20170907,Y,unknown
20171022,극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,2017-09-07,65878600,9446,20170907,N,F
20179696,그것,2017-09-06,600238800,75819,20170907,N,F
20164174,브이아이피,2017-08-23,18549200,2537,20170907,N,K
20179491,아토믹 블론드,2017-08-30,14645300,1971,20170907,N,F
20151003,장산범,2017-08-17,3968800,542,20170907,unknown,K
20162442,청년경찰,2017-08-09,131450600,18568,20170907,N,K
20170347,호비와 무지개 오아시스 대모험,2017-09-07,4885000,740,20170907,unknown,F
20165001,더 테이블,2017-08-24,16564200,2098,20170907,Y,K
20170302,윈드 리버,2017-09-14,22960000,2870,20170907,Y,F
20179407,로마의 휴일,2017-08-30,7546500,1186,20170907,N,K
20171923,저수지 게임,2017-09-07,60946600,8196,20170907,Y,K
20154909,살인자의 기억법,2017-09-06,1562505167,187986,20170908,N,K
20171164,"귀향, 끝나지 않은 이야기",2017-09-14,4824000,536,20170908,Y,K
20171815,수부라 게이트,2017-09-07,5744800,722,20170908,Y,F
20170607,몬스터 콜,2017-09-14,10720400,1225,20170908,Y,F
20170268,매혹당한 사람들,2017-09-06,52251900,6496,20170908,Y,F
20158047,발레리안: 천 개 행성의 도시,2017-08-30,88946700,10886,20170908,N,F
20179187,공범자들,2017-08-17,26132900,3258,20170908,Y,K
20166132,김광석,2017-08-30,8331000,1048,20170908,Y,K
20162869,택시운전사,2017-08-02,165784100,20760,20170908,N,K
20178762,파리로 가는 길,2017-08-03,5319000,671,20170908,Y,F
20171022,극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,2017-09-07,44592500,5620,20170908,N,F
20179696,그것,2017-09-06,859264819,100066,20170908,N,F
20179491,아토믹 블론드,2017-08-30,20865833,2441,20170908,N,F
20164174,브이아이피,2017-08-23,19022467,2275,20170908,N,K
20151003,장산범,2017-08-17,5304500,649,20170908,N,K
20162442,청년경찰,2017-08-09,159048200,19545,20170908,N,K
20165001,더 테이블,2017-08-24,22344900,2528,20170908,Y,K
20170302,윈드 리버,2017-09-14,18471000,2277,20170908,Y,F
20171962,킬러의 보디가드,2017-08-30,503150300,58037,20170908,N,F
20171923,저수지 게임,2017-09-07,53790900,6447,20170908,Y,K
20154909,살인자의 기억법,2017-09-06,3105887567,369025,20170909,N,K
20171815,수부라 게이트,2017-09-07,5250500,750,20170909,Y,unknown
20176983,킹 오브 프리즘 - 프라이드 더 히어로,2017-06-10,13593000,1640,20170909,unknown,F
20170268,매혹당한 사람들,2017-09-06,63133700,7751,20170909,Y,F
20158047,발레리안: 천 개 행성의 도시,2017-08-30,184524300,25559,20170909,N,F
20179187,공범자들,2017-08-17,44079100,5424,20170909,Y,K
20166132,김광석,2017-08-30,12126000,1590,20170909,Y,K
20162869,택시운전사,2017-08-02,306198900,41541,20170909,N,K
20179901,혹성탈출: 종의 전쟁,2017-08-15,11008100,1552,20170909,unknown,F
20178762,파리로 가는 길,2017-08-03,6702500,837,20170909,Y,unknown
20174142,아이 캔 스피크,2017-09-21,25124000,2525,20170909,unknown,K
20171022,극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,2017-09-07,293529400,38207,20170909,N,F
20179696,그것,2017-09-06,1537084807,181519,20170909,N,F
20164174,브이아이피,2017-08-23,30170967,4289,20170909,N,K
20179491,아토믹 블론드,2017-08-30,27926233,3645,20170909,N,F
20172148,몬스터 섬의 비밀,2017-09-07,32100000,5399,20170909,Y,F
20151003,장산범,2017-08-17,9129500,1318,20170909,unknown,K
20179570,슈퍼오리 : 태양을 지켜라,2017-08-31,4062500,688,20170909,Y,unknown
20162442,청년경찰,2017-08-09,301830900,42322,20170909,N,K
20170347,호비와 무지개 오아시스 대모험,2017-09-07,23858500,3371,20170909,N,F
20165001,더 테이블,2017-08-24,30092700,3630,20170909,Y,K
20174801,내 사랑,2017-07-12,8190800,1071,20170909,Y,unknown
20171962,킬러의 보디가드,2017-08-30,994783300,113705,20170909,N,F
20171923,저수지 게임,2017-09-07,106320500,13748,20170909,Y,K
20154909,살인자의 기억법,2017-09-06,2892335900,342871,20170910,N,K
20178641,빅풋 주니어,2017-08-09,12196400,1567,20170910,unknown,F
20170268,매혹당한 사람들,2017-09-06,54995500,6764,20170910,Y,F
20158047,발레리안: 천 개 행성의 도시,2017-08-30,177108900,21660,20170910,N,F
20179187,공범자들,2017-08-17,45641900,5514,20170910,Y,K
20179407,로마의 휴일,2017-08-30,4726500,678,20170910,unknown,K
20166132,김광석,2017-08-30,14709900,1817,20170910,Y,K
20162869,택시운전사,2017-08-02,368553200,44627,20170910,N,K
20176562,예수는 역사다,2017-07-13,4993000,743,20170910,Y,unknown
20179901,혹성탈출: 종의 전쟁,2017-08-15,12055000,1495,20170910,unknown,F
20178762,파리로 가는 길,2017-08-03,6395500,768,20170910,Y,unknown
20171022,극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,2017-09-07,265256400,33952,20170910,N,F
20179696,그것,2017-09-06,1167078500,136830,20170910,N,F
20164174,브이아이피,2017-08-23,41526500,5057,20170910,N,K
20179491,아토믹 블론드,2017-08-30,24630100,2882,20170910,N,F
20172148,몬스터 섬의 비밀,2017-09-07,46650800,6104,20170910,Y,F
20151003,장산범,2017-08-17,7878000,964,20170910,unknown,K
20179570,슈퍼오리 : 태양을 지켜라,2017-08-31,4773000,727,20170910,Y,unknown
20162442,청년경찰,2017-08-09,303047500,36483,20170910,N,K
20170347,호비와 무지개 오아시스 대모험,2017-09-07,25379000,3568,20170910,N,F
20165001,더 테이블,2017-08-24,25975800,3021,20170910,Y,K
20174801,내 사랑,2017-07-12,6158500,776,20170910,Y,unknown
20171962,킬러의 보디가드,2017-08-30,908735300,103546,20170910,N,F
20171923,저수지 게임,2017-09-07,120578100,14431,20170910,Y,K
20154909,살인자의 기억법,2017-09-06,943302200,126124,20170911,N,K
20171815,수부라 게이트,2017-09-07,4186500,612,20170911,Y,F
20170268,매혹당한 사람들,2017-09-06,35370900,5033,20170911,Y,F
19598022,흑인 오르페, ,715000,355,20170911,Y,unknown
20158047,발레리안: 천 개 행성의 도시,2017-08-30,43330900,5954,20170911,N,F
20179187,공범자들,2017-08-17,18378700,2586,20170911,Y,K
20179407,로마의 휴일,2017-08-30,2326000,370,20170911,unknown,K
20166132,김광석,2017-08-30,6155000,843,20170911,Y,K
20162869,택시운전사,2017-08-02,125126500,17335,20170911,N,K
20179901,혹성탈출: 종의 전쟁,2017-08-15,3033000,429,20170911,unknown,F
20178762,파리로 가는 길,2017-08-03,2293500,304,20170911,Y,unknown
20174142,아이 캔 스피크,2017-09-21,18800000,2350,20170911,N,K
20171022,극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,2017-09-07,17134500,2352,20170911,N,F
20179696,그것,2017-09-06,318951900,40529,20170911,N,F
20164174,브이아이피,2017-08-23,12149000,1689,20170911,N,K
20179491,아토믹 블론드,2017-08-30,10977700,1480,20170911,N,F
20172148,몬스터 섬의 비밀,2017-09-07,2983500,427,20170911,Y,F
20162442,청년경찰,2017-08-09,100046300,13707,20170911,N,K
20165001,더 테이블,2017-08-24,10453000,1333,20170911,Y,K
20174801,내 사랑,2017-07-12,3125000,423,20170911,Y,F
20171962,킬러의 보디가드,2017-08-30,270837600,34320,20170911,N,F
20171923,저수지 게임,2017-09-07,61481600,8274,20170911,Y,K
20154909,살인자의 기억법,2017-09-06,744052600,99727,20170912,N,K
20171815,수부라 게이트,2017-09-07,3321000,480,20170912,Y,unknown
20173945,인비저블 게스트,2017-09-21,4224000,528,20170912,Y,F
20170268,매혹당한 사람들,2017-09-06,32077500,4580,20170912,Y,F
20158047,발레리안: 천 개 행성의 도시,2017-08-30,36006000,4946,20170912,N,F
20179187,공범자들,2017-08-17,18478200,2728,20170912,Y,K
20170690,스파이 게임,2017-09-14,6825000,790,20170912,unknown,F
20179407,로마의 휴일,2017-08-30,3171800,444,20170912,unknown,K
20160703,"좋아해, 너를",2017-09-14,15588000,2598,20170912,Y,F
20166132,김광석,2017-08-30,6699400,946,20170912,Y,K
20162869,택시운전사,2017-08-02,97627900,13721,20170912,N,K
20178762,파리로 가는 길,2017-08-03,3791500,540,20170912,Y,F
20174142,아이 캔 스피크,2017-09-21,8448000,1056,20170912,N,K
20171022,극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,2017-09-07,14385500,1960,20170912,N,F
20179696,그것,2017-09-06,259506600,33140,20170912,N,F
20164174,브이아이피,2017-08-23,11942800,1934,20170912,N,K
20179491,아토믹 블론드,2017-08-30,10731500,1445,20170912,N,F
20162442,청년경찰,2017-08-09,80375000,11126,20170912,N,K
20165001,더 테이블,2017-08-24,11037000,1443,20170912,Y,K
20171986,고양이 케디,2017-09-21,3328000,416,20170912,Y,unknown
20171962,킬러의 보디가드,2017-08-30,223509200,28309,20170912,N,F
20171923,저수지 게임,2017-09-07,53026900,7278,20170912,Y,K
20154909,살인자의 기억법,2017-09-06,679487100,91473,20170913,N,K
20171312,우리의 20세기,2017-09-27,3661000,523,20170913,Y,F
20171090,베이비 드라이버,2017-09-14,237697000,30803,20170913,N,F
20170268,매혹당한 사람들,2017-09-06,24761500,3566,20170913,Y,F
20158047,발레리안: 천 개 행성의 도시,2017-08-30,27441700,3828,20170913,N,F
20179187,공범자들,2017-08-17,17552300,2586,20170913,Y,K
20179407,로마의 휴일,2017-08-30,2856500,388,20170913,unknown,K
20166132,김광석,2017-08-30,7456100,1086,20170913,Y,K
20162869,택시운전사,2017-08-02,88022200,12475,20170913,N,K
20176562,예수는 역사다,2017-07-13,3906500,489,20170913,Y,F
20178762,파리로 가는 길,2017-08-03,2599000,395,20170913,Y,unknown
20174142,아이 캔 스피크,2017-09-21,14488000,1811,20170913,N,K
20171022,극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,2017-09-07,12195700,1700,20170913,N,F
20179696,그것,2017-09-06,215931600,27646,20170913,N,F
20164174,브이아이피,2017-08-23,7722500,1112,20170913,N,K
20171002,"괜찮아요, 미스터 브래드",2017-09-21,5744000,671,20170913,Y,F
20172148,몬스터 섬의 비밀,2017-09-07,2642400,396,20170913,Y,unknown
20179491,아토믹 블론드,2017-08-30,7919900,1107,20170913,unknown,F
20162442,청년경찰,2017-08-09,70484000,9865,20170913,N,K
20165001,더 테이블,2017-08-24,10746600,1394,20170913,Y,K
20171962,킬러의 보디가드,2017-08-30,205763700,26383,20170913,N,F
20171923,저수지 게임,2017-09-07,44707700,6231,20170913,Y,K
20177541,아메리칸 메이드,2017-09-14,359380500,49188,20170914,N,F
20154909,살인자의 기억법,2017-09-06,532477600,71206,20170914,N,K
20171090,베이비 드라이버,2017-09-14,388963100,51772,20170914,N,F
20178941,시인의 사랑,2017-09-14,10933000,1523,20170914,Y,K
20171164,"귀향, 끝나지 않은 이야기",2017-09-14,10536400,1570,20170914,Y,K
20170607,몬스터 콜,2017-09-14,43187600,5948,20170914,Y,F
20179187,공범자들,2017-08-17,8503500,1223,20170914,Y,K
20170690,스파이 게임,2017-09-14,12261500,1718,20170914,N,F
20160703,"좋아해, 너를",2017-09-14,31023200,3967,20170914,Y,F
20172642,여배우는 오늘도,2017-09-14,7816500,950,20170914,Y,K
20178345,부니베어: 나무 도둑의 습격,2017-09-14,6750000,1000,20170914,Y,F
20162869,택시운전사,2017-08-02,44171400,6474,20170914,N,K
20174142,아이 캔 스피크,2017-09-21,18600000,2325,20170914,N,K
20171022,극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,2017-09-07,7829600,1142,20170914,N,F
20179696,그것,2017-09-06,129363100,16765,20170914,N,F
20164174,브이아이피,2017-08-23,4134000,807,20170914,unknown,K
20162442,청년경찰,2017-08-09,25333900,3506,20170914,N,K
20165001,더 테이블,2017-08-24,5566100,702,20170914,Y,unknown
20170302,윈드 리버,2017-09-14,31266600,4393,20170914,Y,F
20171962,킬러의 보디가드,2017-08-30,137524700,17280,20170914,N,F
20171923,저수지 게임,2017-09-07,29629400,3999,20170914,Y,K
20177541,아메리칸 메이드,2017-09-14,439236045,53603,20170915,N,F
20154909,살인자의 기억법,2017-09-06,815284948,98154,20170915,N,K
20172742,범죄도시,2017-10-03,9171000,1019,20170915,N,K
20171090,베이비 드라이버,2017-09-14,584289007,69548,20170915,N,F
20178941,시인의 사랑,2017-09-14,9174000,1140,20170915,Y,K
20171164,"귀향, 끝나지 않은 이야기",2017-09-14,11596900,1502,20170915,Y,K
20170607,몬스터 콜,2017-09-14,58805100,7313,20170915,Y,F
20170268,매혹당한 사람들,2017-09-06,5429500,662,20170915,Y,unknown
20179187,공범자들,2017-08-17,10960000,1380,20170915,Y,K
20170690,스파이 게임,2017-09-14,16861945,2132,20170915,N,F
20160703,"좋아해, 너를",2017-09-14,27401900,3116,20170915,Y,F
20172642,여배우는 오늘도,2017-09-14,8042400,957,20170915,Y,K
20178345,부니베어: 나무 도둑의 습격,2017-09-14,5307000,856,20170915,Y,F
20162869,택시운전사,2017-08-02,55289700,7152,20170915,N,K
20171022,극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,2017-09-07,8546000,1064,20170915,N,F
20179696,그것,2017-09-06,226663048,27068,20170915,N,F
20162442,청년경찰,2017-08-09,36502300,4566,20170915,N,K
20165001,더 테이블,2017-08-24,5195200,644,20170915,unknown,K
20170302,윈드 리버,2017-09-14,41706700,5178,20170915,Y,F
20171962,킬러의 보디가드,2017-08-30,208346100,23959,20170915,N,F
20171923,저수지 게임,2017-09-07,40557100,4819,20170915,Y,K
20177541,아메리칸 메이드,2017-09-14,742586127,89194,20170916,N,F
20154909,살인자의 기억법,2017-09-06,1712022533,202507,20170916,N,K
20171090,베이비 드라이버,2017-09-14,1213692240,141979,20170916,N,F
20178941,시인의 사랑,2017-09-14,11155500,1335,20170916,Y,K
20171164,"귀향, 끝나지 않은 이야기",2017-09-14,14721500,1919,20170916,Y,K
20170607,몬스터 콜,2017-09-14,120111500,14832,20170916,Y,F
20179187,공범자들,2017-08-17,14546700,1780,20170916,Y,K
20170690,스파이 게임,2017-09-14,19011727,2352,20170916,N,unknown
20160703,"좋아해, 너를",2017-09-14,41565100,4949,20170916,Y,F
20172642,여배우는 오늘도,2017-09-14,9575600,1128,20170916,unknown,K
20178345,부니베어: 나무 도둑의 습격,2017-09-14,33471200,4680,20170916,Y,F
20162869,택시운전사,2017-08-02,110920500,13398,20170916,N,K
20174142,아이 캔 스피크,2017-09-21,16883200,1896,20170916,N,K
20171022,극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,2017-09-07,95192700,12091,20170916,N,F
20179696,그것,2017-09-06,430638733,51798,20170916,N,F
20172148,몬스터 섬의 비밀,2017-09-07,18778600,2911,20170916,Y,F
20162442,청년경찰,2017-08-09,80995700,9802,20170916,N,K
20165001,더 테이블,2017-08-24,10804500,1254,20170916,Y,K
20170302,윈드 리버,2017-09-14,63337700,7689,20170916,Y,F
20171962,킬러의 보디가드,2017-08-30,434096000,49277,20170916,N,F
20171923,저수지 게임,2017-09-07,69004200,8071,20170916,Y,K
20177541,아메리칸 메이드,2017-09-14,611562400,73867,20170917,N,F
20154909,살인자의 기억법,2017-09-06,1551020000,183280,20170917,N,K
20171090,베이비 드라이버,2017-09-14,1080071900,126717,20170917,N,F
20178941,시인의 사랑,2017-09-14,10081300,1239,20170917,Y,K
20171164,"귀향, 끝나지 않은 이야기",2017-09-14,14828400,1943,20170917,Y,K
20170607,몬스터 콜,2017-09-14,115496800,14152,20170917,Y,F
20179187,공범자들,2017-08-17,14420600,1763,20170917,Y,K
20170690,스파이 게임,2017-09-14,18329000,2277,20170917,N,unknown
20160703,"좋아해, 너를",2017-09-14,28089500,3397,20170917,Y,F
20172642,여배우는 오늘도,2017-09-14,9265700,1092,20170917,Y,K
20178345,부니베어: 나무 도둑의 습격,2017-09-14,33680800,4610,20170917,Y,F
20162869,택시운전사,2017-08-02,116872000,14102,20170917,N,K
20174142,아이 캔 스피크,2017-09-21,16146200,1770,20170917,N,K
20171022,극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,2017-09-07,100259700,12679,20170917,N,F
20179696,그것,2017-09-06,337884200,40416,20170917,N,F
20172148,몬스터 섬의 비밀,2017-09-07,22125000,3407,20170917,Y,F
20162442,청년경찰,2017-08-09,75953700,9201,20170917,N,K
20165001,더 테이블,2017-08-24,8355700,969,20170917,unknown,K
20170302,윈드 리버,2017-09-14,64142700,7853,20170917,Y,F
20171962,킬러의 보디가드,2017-08-30,381109800,43443,20170917,N,F
20171923,저수지 게임,2017-09-07,65728700,7850,20170917,Y,K
20177541,아메리칸 메이드,2017-09-14,187795200,25770,20170918,N,F
20154909,살인자의 기억법,2017-09-06,432114500,57917,20170918,N,K
20172742,범죄도시,2017-10-03,32200000,4025,20170918,N,K
20171090,베이비 드라이버,2017-09-14,310424800,41410,20170918,N,F
20178941,시인의 사랑,2017-09-14,6788000,929,20170918,Y,K
