movieCd,movieNm,openDt,salesAmt,audiCnt,load_dt,multiMovieYn,repNationCd
20173061,슈퍼 빼꼼: 스파이 대작전,2017-05-03,145901900,20063,20170503,N,K
20172541,오두막,2017-04-20,4315000,495,20170503,Y,unknown
20174165,극장판 또봇: 로봇군단의 습격,2017-04-27,106950100,13710,20170503,N,K
20151227,아빠는 딸,2017-04-12,5591500,690,20170503,unknown,K
20172125,파운더,2017-04-20,4352600,491,20170503,Y,unknown
20165843,"나의 사랑, 그리스",2017-04-20,9172100,1077,20170503,Y,unknown
20174561,더 플랜,2017-04-20,3485000,482,20170503,unknown,K
20060264,악마는 프라다를 입는다,2006-10-25,18003100,2120,20170503,unknown,F
19880213,그대품에 다시한번,1988-11-26,1152000,576,20170503,Y,unknown
20162871,특별시민,2017-04-26,597927800,72290,20170503,N,K
20162722,보안관,2017-05-03,1707833700,206706,20170503,N,K
20164829,나는 부정한다,2017-04-26,14609800,1658,20170503,Y,unknown
20174061,보스 베이비,2017-05-03,1841294400,237463,20170503,N,F
20172161,댄서,2017-04-13,16600500,1950,20170503,Y,F
20175142,극장판 쿠로코의 농구 라스트 게임,2017-04-27,14687000,1922,20170503,unknown,F
20161665,스머프: 비밀의 숲,2017-04-28,311594200,41381,20170503,N,F
20164721,미녀와 야수,2017-03-16,34184300,3990,20170503,N,F
20173881,런던 프라이드,2017-04-27,5114200,636,20170503,Y,unknown
20173301,"서서평, 천천히 평온하게",2017-04-26,29175500,3724,20170503,Y,K
20167542,분노의 질주: 더 익스트림,2017-04-12,465764200,55437,20170503,N,F
20163185,언노운 걸,2017-05-03,13859800,1870,20170504,Y,F
20174261,극장판 마이 리틀 포니 : 이퀘스트리아 걸스,2017-05-03,9490000,1371,20170504,unknown,F
20161726,임금님의 사건수첩,2017-04-26,630301700,86504,20170504,N,K
20174501,오즈의 마법사 2,2017-05-03,18117700,2572,20170504,Y,F
20163603,가디언즈 오브 갤럭시 VOL. 2,2017-05-03,2129890000,269106,20170504,N,F
20172641,마리안느와 마가렛,2017-04-20,2935500,465,20170504,unknown,K
20173061,슈퍼 빼꼼: 스파이 대작전,2017-05-03,91180800,13913,20170504,N,K
20172541,오두막,2017-04-20,4465400,566,20170504,Y,unknown
20174165,극장판 또봇: 로봇군단의 습격,2017-04-27,61868600,9012,20170504,N,K
20151227,아빠는 딸,2017-04-12,4100000,577,20170504,unknown,K
20165843,"나의 사랑, 그리스",2017-04-20,5511000,704,20170504,Y,unknown
20174561,더 플랜,2017-04-20,2645500,407,20170504,unknown,K
20162871,특별시민,2017-04-26,263029500,35640,20170504,N,K
20162722,보안관,2017-05-03,1426211000,193863,20170504,N,K
20164829,나는 부정한다,2017-04-26,9006300,1175,20170504,Y,unknown
20174061,보스 베이비,2017-05-03,1410795500,202935,20170504,N,F
20172161,댄서,2017-04-13,10075400,1316,20170504,Y,unknown
20175142,극장판 쿠로코의 농구 라스트 게임,2017-04-27,45872000,6665,20170504,N,F
20161665,스머프: 비밀의 숲,2017-04-28,210098600,31826,20170504,N,F
20173690,흑집사 -북 오브 더 아틀란틱-,2017-04-13,9942000,1483,20170504,unknown,F
20164721,미녀와 야수,2017-03-16,24245800,3216,20170504,unknown,F
20173881,런던 프라이드,2017-04-27,3769500,512,20170504,Y,unknown
20173301,"서서평, 천천히 평온하게",2017-04-26,22634500,3134,20170504,Y,K
20174721,로스트 인 파리,2017-05-18,4701500,526,20170504,Y,unknown
20173181,십계: 구원의 길,2017-04-13,2814000,563,20170504,Y,unknown
20156708,석조저택 살인사건,2017-05-09,17256000,2233,20170504,unknown,K
20167542,분노의 질주: 더 익스트림,2017-04-12,308482800,41125,20170504,N,F
20163185,언노운 걸,2017-05-03,18481600,2206,20170505,Y,F
20174261,극장판 마이 리틀 포니 : 이퀘스트리아 걸스,2017-05-03,14900500,1860,20170505,unknown,F
20161726,임금님의 사건수첩,2017-04-26,1055355158,130495,20170505,N,K
20174501,오즈의 마법사 2,2017-05-03,25259700,3170,20170505,Y,F
20163603,가디언즈 오브 갤럭시 VOL. 2,2017-05-03,3269303748,373681,20170505,N,F
20172641,마리안느와 마가렛,2017-04-20,2496500,373,20170505,unknown,K
20162181,프리즌,2017-03-23,500000,100,20170505,unknown,K
20173061,슈퍼 빼꼼: 스파이 대작전,2017-05-03,162003500,21958,20170505,N,K
20172541,오두막,2017-04-20,7909500,944,20170505,Y,unknown
20174165,극장판 또봇: 로봇군단의 습격,2017-04-27,133910300,17149,20170505,N,K
20151227,아빠는 딸,2017-04-12,3708500,490,20170505,unknown,K
20172125,파운더,2017-04-20,3435000,394,20170505,Y,unknown
20165843,"나의 사랑, 그리스",2017-04-20,9317000,1102,20170505,Y,unknown
20174561,더 플랜,2017-04-20,2412300,324,20170505,unknown,K
20149059,북경의 55일, ,1938000,969,20170505,Y,unknown
20162871,특별시민,2017-04-26,367265500,44484,20170505,N,K
20162722,보안관,2017-05-03,2320947094,281401,20170505,N,K
20164829,나는 부정한다,2017-04-26,12785100,1464,20170505,Y,unknown
20174061,보스 베이비,2017-05-03,2753672236,352637,20170505,N,F
20172161,댄서,2017-04-13,13896800,1617,20170505,Y,F
20175142,극장판 쿠로코의 농구 라스트 게임,2017-04-27,22280000,2911,20170505,unknown,F
20161665,스머프: 비밀의 숲,2017-04-28,394813200,51877,20170505,N,F
20164721,미녀와 야수,2017-03-16,40316900,4737,20170505,N,F
20173881,런던 프라이드,2017-04-27,5849400,714,20170505,Y,unknown
20173301,"서서평, 천천히 평온하게",2017-04-26,29077600,3556,20170505,Y,K
20167542,분노의 질주: 더 익스트림,2017-04-12,428620500,50923,20170505,N,F
20163185,언노운 걸,2017-05-03,16301800,1959,20170506,Y,F
20161726,임금님의 사건수첩,2017-04-26,787254247,95953,20170506,N,K
20174501,오즈의 마법사 2,2017-05-03,12961100,1645,20170506,Y,F
20163603,가디언즈 오브 갤럭시 VOL. 2,2017-05-03,2557936407,286689,20170506,N,F
20172641,마리안느와 마가렛,2017-04-20,1150600,165,20170506,unknown,K
20162181,프리즌,2017-03-23,500000,100,20170506,unknown,K
20173061,슈퍼 빼꼼: 스파이 대작전,2017-05-03,71142200,9731,20170506,N,K
20172541,오두막,2017-04-20,6749500,838,20170506,Y,unknown
20174165,극장판 또봇: 로봇군단의 습격,2017-04-27,58932300,7504,20170506,N,K
20151227,아빠는 딸,2017-04-12,2840000,362,20170506,unknown,K
20165843,"나의 사랑, 그리스",2017-04-20,8156900,931,20170506,Y,unknown
20174561,더 플랜,2017-04-20,4217000,505,20170506,Y,K
20170321,목소리의 형태,2017-05-09,29684200,3501,20170506,N,F
20149059,북경의 55일, ,1321000,658,20170506,Y,unknown
20162871,특별시민,2017-04-26,226347500,27522,20170506,N,K
20162722,보안관,2017-05-03,2452801346,294102,20170506,N,K
20164829,나는 부정한다,2017-04-26,11006400,1273,20170506,Y,unknown
20174061,보스 베이비,2017-05-03,1742628799,219836,20170506,N,F
20172161,댄서,2017-04-13,12395300,1486,20170506,Y,F
20175142,극장판 쿠로코의 농구 라스트 게임,2017-04-27,13264000,1702,20170506,unknown,F
20161665,스머프: 비밀의 숲,2017-04-28,154270100,20561,20170506,N,F
20164721,미녀와 야수,2017-03-16,23276600,2715,20170506,unknown,F
20173881,런던 프라이드,2017-04-27,3874100,457,20170506,Y,unknown
20173301,"서서평, 천천히 평온하게",2017-04-26,27328700,3388,20170506,Y,K
20167542,분노의 질주: 더 익스트림,2017-04-12,375093700,44131,20170506,N,F
20163185,언노운 걸,2017-05-03,14987600,1791,20170507,Y,F
19550028,미망인,1955-12-10,339000,113,20170507,unknown,K
20161726,임금님의 사건수첩,2017-04-26,564665000,68526,20170507,N,K
20174501,오즈의 마법사 2,2017-05-03,12827300,1600,20170507,Y,F
20163603,가디언즈 오브 갤럭시 VOL. 2,2017-05-03,1984075400,223461,20170507,N,F
20172641,마리안느와 마가렛,2017-04-20,1273500,166,20170507,unknown,K
20173061,슈퍼 빼꼼: 스파이 대작전,2017-05-03,58251800,7770,20170507,N,K
20172541,오두막,2017-04-20,6843500,843,20170507,Y,unknown
20174165,극장판 또봇: 로봇군단의 습격,2017-04-27,48911300,6148,20170507,N,K
20151227,아빠는 딸,2017-04-12,1881000,249,20170507,unknown,K
20165843,"나의 사랑, 그리스",2017-04-20,7051500,798,20170507,Y,unknown
20174561,더 플랜,2017-04-20,5352000,596,20170507,Y,K
20170321,목소리의 형태,2017-05-09,19931100,2335,20170507,N,F
20149059,북경의 55일, ,876000,438,20170507,Y,unknown
20162871,특별시민,2017-04-26,147873200,17950,20170507,N,K
20162722,보안관,2017-05-03,2210941500,261919,20170507,N,K
20164829,나는 부정한다,2017-04-26,9318300,1090,20170507,Y,unknown
20174061,보스 베이비,2017-05-03,1533772700,192172,20170507,N,F
20172161,댄서,2017-04-13,9192000,1095,20170507,Y,F
20175142,극장판 쿠로코의 농구 라스트 게임,2017-04-27,11834500,1526,20170507,unknown,F
20161665,스머프: 비밀의 숲,2017-04-28,119137100,15744,20170507,N,F
20164721,미녀와 야수,2017-03-16,15327000,1796,20170507,unknown,F
20173881,런던 프라이드,2017-04-27,3325000,426,20170507,Y,unknown
20173301,"서서평, 천천히 평온하게",2017-04-26,28101000,3588,20170507,Y,K
20167542,분노의 질주: 더 익스트림,2017-04-12,262152100,30612,20170507,N,F
20163185,언노운 걸,2017-05-03,9070300,1235,20170508,Y,F
20179382,에이리언: 커버넌트,2017-05-09,5980000,598,20170508,unknown,F
20167829,마차 타고 고래고래,2017-05-18,2043000,252,20170508,Y,K
20161726,임금님의 사건수첩,2017-04-26,237734900,32564,20170508,N,K
20163603,가디언즈 오브 갤럭시 VOL. 2,2017-05-03,823989500,102201,20170508,N,F
20170921,세일즈맨,2017-05-11,3298500,456,20170508,Y,unknown
20173061,슈퍼 빼꼼: 스파이 대작전,2017-05-03,5141000,776,20170508,N,K
20172541,오두막,2017-04-20,4074900,521,20170508,Y,unknown
20174165,극장판 또봇: 로봇군단의 습격,2017-04-27,4775300,662,20170508,unknown,K
20151227,아빠는 딸,2017-04-12,2900500,508,20170508,unknown,K
20165843,"나의 사랑, 그리스",2017-04-20,3162000,411,20170508,Y,unknown
20174561,더 플랜,2017-04-20,1562000,240,20170508,unknown,K
20170321,목소리의 형태,2017-05-09,4734500,624,20170508,unknown,F
20149059,북경의 55일, ,737000,366,20170508,Y,unknown
20060264,악마는 프라다를 입는다,2006-10-25,4821500,648,20170508,unknown,F
20162871,특별시민,2017-04-26,84389000,11613,20170508,N,K
20162722,보안관,2017-05-03,1106714000,149813,20170508,N,K
19820112,십계,1973-06-16,622000,320,20170508,Y,unknown
20164829,나는 부정한다,2017-04-26,3832100,519,20170508,Y,unknown
20174061,보스 베이비,2017-05-03,364931400,48542,20170508,N,F
20172161,댄서,2017-04-13,5295700,698,20170508,Y,F
20161665,스머프: 비밀의 숲,2017-04-28,9753600,1501,20170508,N,F
20164721,미녀와 야수,2017-03-16,8353500,1104,20170508,N,F
20173301,"서서평, 천천히 평온하게",2017-04-26,16071500,2276,20170508,Y,K
20156708,석조저택 살인사건,2017-05-09,14560000,1820,20170508,N,K
20167542,분노의 질주: 더 익스트림,2017-04-12,136234300,18064,20170508,N,F
20163185,언노운 걸,2017-05-03,13330900,1569,20170509,Y,F
20179382,에이리언: 커버넌트,2017-05-09,2310310850,279185,20170509,N,F
19770088,바람과 함께 사라지다,1972-12-23,1194000,588,20170509,Y,unknown
20161726,임금님의 사건수첩,2017-04-26,275732000,35102,20170509,N,K
20030009,8 마일,2003-02-21,32031300,3716,20170509,unknown,F
20174501,오즈의 마법사 2,2017-05-03,7696300,962,20170509,Y,unknown
20163603,가디언즈 오브 갤럭시 VOL. 2,2017-05-03,1592356800,183247,20170509,N,F
20172641,마리안느와 마가렛,2017-04-20,1390600,243,20170509,unknown,K
19810031,아가씨 참으세요,1981-09-19,376000,193,20170509,unknown,K
20170921,세일즈맨,2017-05-11,4738500,607,20170509,Y,unknown
20173061,슈퍼 빼꼼: 스파이 대작전,2017-05-03,64007300,8979,20170509,N,K
20172541,오두막,2017-04-20,10000500,1178,20170509,Y,F
20174165,극장판 또봇: 로봇군단의 습격,2017-04-27,45616900,5876,20170509,unknown,K
20165843,"나의 사랑, 그리스",2017-04-20,7244000,849,20170509,Y,unknown
20174561,더 플랜,2017-04-20,1479700,208,20170509,unknown,K
20170321,목소리의 형태,2017-05-09,576663700,74057,20170509,N,F
20162871,특별시민,2017-04-26,32560900,4256,20170509,unknown,K
20162722,보안관,2017-05-03,1988366800,241627,20170509,N,K
20164829,나는 부정한다,2017-04-26,9393000,1100,20170509,Y,unknown
20174061,보스 베이비,2017-05-03,1999922200,261424,20170509,N,F
20172161,댄서,2017-04-13,9505100,1153,20170509,Y,unknown
20175142,극장판 쿠로코의 농구 라스트 게임,2017-04-27,10565500,1409,20170509,unknown,F
20161665,스머프: 비밀의 숲,2017-04-28,131901700,17896,20170509,N,F
20173881,런던 프라이드,2017-04-27,3152500,400,20170509,Y,unknown
20173301,"서서평, 천천히 평온하게",2017-04-26,30627300,3757,20170509,Y,K
20156708,석조저택 살인사건,2017-05-09,686422300,84068,20170509,N,K
20167542,분노의 질주: 더 익스트림,2017-04-12,88767500,10874,20170509,N,F
20163185,언노운 걸,2017-05-03,6877300,916,20170510,Y,F
20173961,킹 아서: 제왕의 검,2017-05-17,6759000,751,20170510,unknown,F
20179382,에이리언: 커버넌트,2017-05-09,618071400,81345,20170510,N,F
20167148,"컴, 투게더",2017-05-11,1566000,174,20170510,unknown,K
19770088,바람과 함께 사라지다,1972-12-23,613000,304,20170510,Y,unknown
20030009,8 마일,2003-02-21,9389000,1191,20170510,N,F
20161726,임금님의 사건수첩,2017-04-26,62439200,8766,20170510,N,K
20163603,가디언즈 오브 갤럭시 VOL. 2,2017-05-03,378461900,46708,20170510,N,F
20172641,마리안느와 마가렛,2017-04-20,1104500,208,20170510,unknown,K
20170511,"카페, 한 사람을 기다리다",2017-05-11,3621000,407,20170510,Y,unknown
20170921,세일즈맨,2017-05-11,1531000,215,20170510,Y,unknown
20173061,슈퍼 빼꼼: 스파이 대작전,2017-05-03,1315500,218,20170510,unknown,K
20172541,오두막,2017-04-20,3188000,419,20170510,Y,unknown
20174165,극장판 또봇: 로봇군단의 습격,2017-04-27,842000,119,20170510,unknown,K
20174644,길,2017-05-11,1281000,183,20170510,unknown,K
20165843,"나의 사랑, 그리스",2017-04-20,2489300,328,20170510,Y,unknown
20170321,목소리의 형태,2017-05-09,97900700,13125,20170510,N,F
20100359,누구를 위하여 종은 울리나,1972-03-18,536000,268,20170510,Y,unknown
20162871,특별시민,2017-04-26,12156400,1741,20170510,N,K
20162722,보안관,2017-05-03,481728600,65039,20170510,N,K
20164829,나는 부정한다,2017-04-26,2154500,302,20170510,Y,unknown
20174061,보스 베이비,2017-05-03,214795800,28623,20170510,N,F
20172161,댄서,2017-04-13,4310200,565,20170510,Y,F
20161665,스머프: 비밀의 숲,2017-04-28,5556000,1033,20170510,unknown,F
20173301,"서서평, 천천히 평온하게",2017-04-26,18129800,2722,20170510,Y,K
20156708,석조저택 살인사건,2017-05-09,187922200,25466,20170510,N,K
20167542,분노의 질주: 더 익스트림,2017-04-12,32380800,4358,20170510,N,F
20163185,언노운 걸,2017-05-03,4698400,653,20170511,Y,unknown
20179382,에이리언: 커버넌트,2017-05-09,555823000,72975,20170511,N,F
20167829,마차 타고 고래고래,2017-05-18,7184000,898,20170511,Y,K
20161726,임금님의 사건수첩,2017-04-26,55791700,8178,20170511,N,K
20030009,8 마일,2003-02-21,9029000,1151,20170511,unknown,F
20163603,가디언즈 오브 갤럭시 VOL. 2,2017-05-03,354835700,43911,20170511,N,F
20164844,불한당: 나쁜 놈들의 세상,2017-05-17,42598000,5321,20170511,N,K
20170511,"카페, 한 사람을 기다리다",2017-05-11,5349000,717,20170511,Y,F
20172641,마리안느와 마가렛,2017-04-20,2366900,384,20170511,Y,K
20170921,세일즈맨,2017-05-11,5867000,783,20170511,Y,F
20173061,슈퍼 빼꼼: 스파이 대작전,2017-05-03,1421000,270,20170511,unknown,K
20174644,길,2017-05-11,6979000,1172,20170511,Y,K
20175263,부니베어: 브램블의 신비한 모험,2017-05-18,3224000,403,20170511,Y,unknown
20170321,목소리의 형태,2017-05-09,83631800,11127,20170511,N,F
20162871,특별시민,2017-04-26,9819000,1418,20170511,unknown,K
20162722,보안관,2017-05-03,474274400,64302,20170511,N,K
20164829,나는 부정한다,2017-04-26,2643200,440,20170511,Y,unknown
20174061,보스 베이비,2017-05-03,207525900,27873,20170511,N,F
20175142,극장판 쿠로코의 농구 라스트 게임,2017-04-27,31102000,4377,20170511,N,F
20173690,흑집사 -북 오브 더 아틀란틱-,2017-04-13,5069000,691,20170511,unknown,F
20173301,"서서평, 천천히 평온하게",2017-04-26,11919500,1649,20170511,Y,K
20174721,로스트 인 파리,2017-05-18,3206000,479,20170511,Y,unknown
20156708,석조저택 살인사건,2017-05-09,199915400,26492,20170511,N,K
20167542,분노의 질주: 더 익스트림,2017-04-12,26715900,3549,20170511,N,F
20163185,언노운 걸,2017-05-03,5195700,635,20170512,Y,F
20179382,에이리언: 커버넌트,2017-05-09,916071355,107955,20170512,N,F
20167829,마차 타고 고래고래,2017-05-18,4686000,426,20170512,Y,K
20161726,임금님의 사건수첩,2017-04-26,80160500,10334,20170512,N,K
20030009,8 마일,2003-02-21,14647800,1658,20170512,unknown,F
20163603,가디언즈 오브 갤럭시 VOL. 2,2017-05-03,578912978,65437,20170512,N,F
20164844,불한당: 나쁜 놈들의 세상,2017-05-17,28984000,2983,20170512,N,K
20170511,"카페, 한 사람을 기다리다",2017-05-11,5944500,728,20170512,Y,F
20172641,마리안느와 마가렛,2017-04-20,1967500,299,20170512,unknown,K
20170921,세일즈맨,2017-05-11,4861000,650,20170512,Y,F
19880104,노틀담의 꼽추,1971-07-31,732000,366,20170512,Y,unknown
20173061,슈퍼 빼꼼: 스파이 대작전,2017-05-03,2196500,322,20170512,unknown,K
20172541,오두막,2017-04-20,3738500,461,20170512,Y,unknown
20174644,길,2017-05-11,2819000,485,20170512,Y,K
20165843,"나의 사랑, 그리스",2017-04-20,4282000,509,20170512,Y,unknown
20170321,목소리의 형태,2017-05-09,148755455,18056,20170512,N,F
20162871,특별시민,2017-04-26,11893900,1591,20170512,unknown,K
20162722,보안관,2017-05-03,709803222,86702,20170512,N,K
20174061,보스 베이비,2017-05-03,346819622,42863,20170512,N,F
20172161,댄서,2017-04-13,3912500,443,20170512,Y,unknown
20175142,극장판 쿠로코의 농구 라스트 게임,2017-04-27,13551000,1730,20170512,N,F
20173301,"서서평, 천천히 평온하게",2017-04-26,13625900,1784,20170512,Y,K
20156708,석조저택 살인사건,2017-05-09,283134845,35076,20170512,N,K
20167542,분노의 질주: 더 익스트림,2017-04-12,37685600,4449,20170512,N,F
20163185,언노운 걸,2017-05-03,9649100,1130,20170513,Y,unknown
20173961,킹 아서: 제왕의 검,2017-05-17,211413700,23795,20170513,N,F
20179382,에이리언: 커버넌트,2017-05-09,1943969759,226810,20170513,N,F
20161726,임금님의 사건수첩,2017-04-26,104407900,12979,20170513,N,K
20030009,8 마일,2003-02-21,23388200,2637,20170513,unknown,F
20163603,가디언즈 오브 갤럭시 VOL. 2,2017-05-03,1254581353,140079,20170513,N,F
20164844,불한당: 나쁜 놈들의 세상,2017-05-17,39234600,4336,20170513,unknown,K
20170511,"카페, 한 사람을 기다리다",2017-05-11,10104500,1191,20170513,Y,unknown
20172641,마리안느와 마가렛,2017-04-20,1931700,253,20170513,unknown,K
20170921,세일즈맨,2017-05-11,9298000,1191,20170513,Y,F
19880104,노틀담의 꼽추,1971-07-31,805000,400,20170513,Y,unknown
20173061,슈퍼 빼꼼: 스파이 대작전,2017-05-03,16852500,2406,20170513,unknown,K
20172541,오두막,2017-04-20,7806000,948,20170513,Y,unknown
20174165,극장판 또봇: 로봇군단의 습격,2017-04-27,17492100,2224,20170513,unknown,K
20174644,길,2017-05-11,1939700,277,20170513,unknown,K
20165843,"나의 사랑, 그리스",2017-04-20,5296000,603,20170513,Y,unknown
20170321,목소리의 형태,2017-05-09,326294459,40387,20170513,N,F
20130042,대해적, ,1056000,352,20170513,Y,unknown
20162871,특별시민,2017-04-26,11659600,1636,20170513,unknown,K
20162722,보안관,2017-05-03,1475699847,174313,20170513,N,K
20164829,나는 부정한다,2017-04-26,5825500,648,20170513,Y,unknown
20174061,보스 베이비,2017-05-03,1154176047,144673,20170513,N,F
20172161,댄서,2017-04-13,6596500,769,20170513,Y,unknown
20175142,극장판 쿠로코의 농구 라스트 게임,2017-04-27,11679500,1508,20170513,unknown,F
20161665,스머프: 비밀의 숲,2017-04-28,47745600,6475,20170513,N,F
20173301,"서서평, 천천히 평온하게",2017-04-26,13237800,1599,20170513,Y,K
20156708,석조저택 살인사건,2017-05-09,518259241,61720,20170513,N,K
20167542,분노의 질주: 더 익스트림,2017-04-12,61752300,7257,20170513,N,F
20163185,언노운 걸,2017-05-03,6271600,765,20170514,Y,unknown
20173961,킹 아서: 제왕의 검,2017-05-17,202530600,23119,20170514,N,F
20179382,에이리언: 커버넌트,2017-05-09,1616139800,189844,20170514,N,F
20161726,임금님의 사건수첩,2017-04-26,94455000,11748,20170514,N,K
20030009,8 마일,2003-02-21,19821800,2240,20170514,unknown,F
20163603,가디언즈 오브 갤럭시 VOL. 2,2017-05-03,1067398100,120264,20170514,N,F
20172641,마리안느와 마가렛,2017-04-20,2243100,344,20170514,Y,K
20170511,"카페, 한 사람을 기다리다",2017-05-11,8658500,1022,20170514,Y,unknown
20164844,불한당: 나쁜 놈들의 세상,2017-05-17,42597200,4713,20170514,unknown,K
20170921,세일즈맨,2017-05-11,9812500,1158,20170514,Y,unknown
19880104,노틀담의 꼽추,1971-07-31,942000,471,20170514,Y,unknown
20173061,슈퍼 빼꼼: 스파이 대작전,2017-05-03,20632900,2894,20170514,unknown,K
20172541,오두막,2017-04-20,11808500,1469,20170514,Y,F
20174165,극장판 또봇: 로봇군단의 습격,2017-04-27,20263600,2552,20170514,unknown,K
20158799,눈길,2017-03-01,2814000,306,20170514,unknown,K
20165843,"나의 사랑, 그리스",2017-04-20,5157000,578,20170514,Y,unknown
20170321,목소리의 형태,2017-05-09,288840300,36149,20170514,N,F
20162871,특별시민,2017-04-26,8143500,1049,20170514,unknown,K
20162722,보안관,2017-05-03,1389646100,164624,20170514,N,K
20164829,나는 부정한다,2017-04-26,3980600,449,20170514,Y,unknown
20174061,보스 베이비,2017-05-03,1289171600,160758,20170514,N,F
20172161,댄서,2017-04-13,5372500,612,20170514,Y,unknown
20175142,극장판 쿠로코의 농구 라스트 게임,2017-04-27,9041500,1166,20170514,unknown,F
20161665,스머프: 비밀의 숲,2017-04-28,50097700,6594,20170514,N,F
20173301,"서서평, 천천히 평온하게",2017-04-26,21692000,2833,20170514,Y,K
20156708,석조저택 살인사건,2017-05-09,451035600,53527,20170514,N,K
20167542,분노의 질주: 더 익스트림,2017-04-12,48298900,5662,20170514,N,F
20163185,언노운 걸,2017-05-03,4080100,576,20170515,Y,F
20173961,킹 아서: 제왕의 검,2017-05-17,29341600,3423,20170515,N,F
20179382,에이리언: 커버넌트,2017-05-09,443849600,58773,20170515,N,F
20161726,임금님의 사건수첩,2017-04-26,45965800,6602,20170515,N,K
20030009,8 마일,2003-02-21,7105000,912,20170515,unknown,F
20163603,가디언즈 오브 갤럭시 VOL. 2,2017-05-03,301862100,37940,20170515,N,F
20164844,불한당: 나쁜 놈들의 세상,2017-05-17,20336000,2542,20170515,N,K
20170511,"카페, 한 사람을 기다리다",2017-05-11,4544500,608,20170515,Y,F
20172641,마리안느와 마가렛,2017-04-20,4286000,570,20170515,Y,K
20170921,세일즈맨,2017-05-11,3423000,515,20170515,Y,unknown
